Title,Release Date,Language,Runtime,Revenue,Budget,Genre,Year,Month,Day,User rating,Rated,Profit
Delivery Man,2013-10-10,en,105.0,51164106,26000000,Comedy,2013,10,10,6.4,PG-13,400154
Saving Silverman,2001-02-09,en,90.0,19351569,22000000,Comedy,2001,2,9,5.9,PG-13,25164106
Diary of a Wimpy Kid: Dog Days,2012-08-02,en,94.0,77112176,22000000,Comedy,2012,8,2,6.3,PG,-2648431
Jay and Silent Bob Strike Back,2001-08-22,en,104.0,33788161,22000000,Comedy,2001,8,22,6.8,R,55112176
The Glass House,2001-09-14,en,106.0,23619609,30000000,Drama,2001,9,14,5.8,PG-13,11788161
"Hail, Caesar!",2016-02-05,en,106.0,63647656,22000000,Comedy,2016,2,5,6.3,PG-13,-6380391
Homefront,2013-11-27,en,100.0,43058898,22000000,Action,2013,11,27,6.5,R,41647656
The Little Vampire,2000-10-27,en,95.0,13555988,22000000,Family,2000,10,27,5.7,PG,21058898
RoboCop 3,1993-04-17,en,104.0,10696210,22000000,Action,1993,4,17,4.1,PG-13,-8444012
The Transporter Refueled,2015-09-03,en,96.0,72629670,25000000,Thriller,2015,9,3,5.2,PG-13,-11303790
Zwartboek,2006-09-01,nl,145.0,26193068,21000000,Drama,2006,9,1,7.6,N/A,47629670
Joyeux Noël,2005-11-09,fr,116.0,17709155,22000000,Romance,2005,11,9,N/A,N/A,5193068
Hit & Run,2012-08-22,en,100.0,14400000,2000000,Action,2012,8,22,7.8,Not Rated,-4290845
Before I Go to Sleep,2014-09-03,en,92.0,15447154,22000000,Mystery,2014,9,3,6.3,R,12400000
Sorcerer,1977-06-24,en,121.0,12000000,22000000,Action,1977,6,24,7.7,PG,-6552846
Stone,2010-10-07,en,105.0,9479718,22000000,Drama,2010,10,7,5.4,R,-10000000
Out of the Furnace,2013-12-06,en,116.0,15400000,22000000,Thriller,2013,12,6,6.8,R,-12520282
Michael Clayton,2007-09-28,en,119.0,92991835,25000000,Drama,2007,9,28,7.2,R,-6600000
Metegol,2013-07-18,es,106.0,24000000,22000000,Animation,2013,7,18,No Rating,No Rating,67991835
To Rome with Love,2012-04-20,en,111.0,73244881,17000000,Romance,2012,4,20,6.3,R,2000000
Firefox,1982-06-13,en,136.0,70687344,18000000,Science,1982,6,13,6.0,PG,56244881
Teenage Mutant Ninja Turtles III,1993-03-17,en,96.0,42000000,21000000,Action,1993,3,17,4.8,PG,52687344
Hardball,2001-09-14,en,106.0,40222729,32000000,Comedy,2001,9,14,6.4,PG-13,21000000
Silver Linings Playbook,2012-09-08,en,122.0,205738714,21000000,Drama,2012,9,8,7.7,R,8222729
Freedom Writers,2007-01-05,en,123.0,41170784,21000000,Crime,2007,1,5,7.5,PG-13,184738714
The Transporter,2002-10-02,en,92.0,43928932,21000000,Action,2002,10,2,6.8,PG-13,20170784
Never Back Down,2008-03-04,en,115.0,41627431,20000000,Drama,2008,3,4,6.6,PG-13,22928932
The Rage: Carrie 2,1999-03-11,en,104.0,17762705,21000000,Horror,1999,3,11,4.7,R,21627431
Away We Go,2009-06-05,en,98.0,14899417,17000000,Drama,2009,6,5,7.0,R,-3237295
Swing Vote,2008-08-01,en,120.0,17600000,21000000,Drama,2008,8,1,6.1,PG-13,-2100583
Moonlight Mile,2002-09-09,en,117.0,10011050,21000000,Romance,2002,9,9,6.6,PG-13,-3400000
The Best Little Whorehouse in Texas,1982-07-23,en,114.0,69701637,35000000,Comedy,1982,7,23,6.0,R,-10988950
eXistenZ,1999-04-14,en,97.0,2856712,15000000,Action,1999,4,14,6.8,R,34701637
Raiders of the Lost Ark,1981-06-12,en,115.0,389925971,18000000,Adventure,1981,6,12,8.4,PG,-12143288
Home Alone 2: Lost in New York,1992-11-19,en,120.0,358991681,18000000,Comedy,1992,11,19,6.8,PG,371925971
Close Encounters of the Third Kind,1977-11-16,en,135.0,303788635,20000000,Science,1977,11,16,7.6,PG,340991681
Pulse,2006-08-11,en,90.0,29907685,38000000,Horror,2006,8,11,4.8,PG-13,283788635
Beverly Hills Cop II,1987-05-18,en,100.0,299965036,20000000,Action,1987,5,18,6.5,R,-8092315
Bringing Down the House,2003-03-07,en,105.0,132675402,20000000,Comedy,2003,3,7,5.6,PG-13,279965036
The Silence of the Lambs,1991-02-01,en,119.0,272742922,19000000,Crime,1991,2,1,8.6,R,112675402
Wayne's World,1992-02-14,en,94.0,121697323,20000000,Music,1992,2,14,7.0,PG-13,253742922
Jackass 3D,2010-10-15,en,94.0,117224271,20000000,Comedy,2010,10,15,7.0,R,101697323
Jaws 2,1978-06-16,en,116.0,187884007,20000000,Horror,1978,6,16,5.8,PG,97224271
Beverly Hills Chihuahua,2008-10-03,en,91.0,149281606,20000000,Adventure,2008,10,3,3.8,PG,167884007
The Conjuring,2013-07-18,en,112.0,318000141,13000000,Horror,2013,7,18,7.5,R,129281606
Are We There Yet?,2005-01-20,en,95.0,97918663,32000000,Adventure,2005,1,20,4.7,PG,305000141
Tammy,2014-07-02,en,97.0,100525432,20000000,Comedy,2014,7,2,4.9,R,65918663
School of Rock,2003-10-03,en,108.0,131282949,35000000,Comedy,2003,10,3,7.1,PG-13,80525432
Mortal Kombat,1995-08-18,en,101.0,122195920,18000000,Action,1995,8,18,5.8,PG-13,96282949
White Chicks,2004-06-23,en,109.0,113086475,37000000,Comedy,2004,6,23,5.6,PG-13,104195920
The Descendants,2011-09-09,en,115.0,177243185,20000000,Comedy,2011,9,9,7.3,R,76086475
12 Years a Slave,2013-10-18,en,134.0,187000000,20000000,Drama,2013,10,18,8.1,R,157243185
Drumline,2002-12-13,en,118.0,57588485,20000000,Drama,2002,12,13,5.8,PG-13,167000000
Why Did I Get Married Too?,2010-04-02,en,121.0,60072596,20000000,Comedy,2010,4,2,4.7,PG-13,37588485
Edward Scissorhands,1990-12-05,en,105.0,53000000,20000000,Fantasy,1990,12,5,7.9,PG-13,40072596
Me Before You,2016-06-02,en,110.0,207945075,20000000,Drama,2016,6,2,7.4,PG-13,33000000
The French Connection,1971-10-09,en,104.0,41158757,1800000,Action,1971,10,9,7.7,R,187945075
Bad Moms,2016-07-28,en,100.0,183936074,20000000,Comedy,2016,7,28,6.2,R,39358757
Date Movie,2006-02-17,en,83.0,48548426,20000000,Comedy,2006,2,17,2.8,PG-13,163936074
Return to Never Land,2002-02-14,en,72.0,109862682,20000000,Adventure,2002,2,14,5.8,G,28548426
Selma,2014-12-25,en,127.0,66787908,20000000,History,2014,12,25,7.5,PG-13,89862682
The Jungle Book 2,2003-02-07,en,72.0,135680000,20000000,Family,2003,2,7,5.4,G,46787908
Boogeyman,2005-02-04,en,89.0,67192859,20000000,Thriller,2005,2,4,4.2,PG-13,115680000
Premonition,2007-02-08,en,96.0,84146832,20000000,Thriller,2007,2,8,5.9,PG-13,47192859
The Tigger Movie,2000-02-11,en,77.0,45554533,30000000,Animation,2000,2,11,6.3,G,64146832
Orphan,2009-07-24,en,123.0,41596251,20000000,Horror,2009,7,24,6.9,R,15554533
Max,2015-06-26,en,111.0,43967255,20000000,Adventure,2015,6,26,6.7,PG,21596251
Epic Movie,2007-01-25,en,86.0,86865564,20000000,Action,2007,1,25,2.4,PG-13,23967255
Spotlight,2015-11-06,en,128.0,88346473,20000000,Drama,2015,11,6,8.1,R,66865564
Lakeview Terrace,2008-09-19,en,110.0,27640028,20000000,Drama,2008,9,19,6.1,PG-13,68346473
The Grudge 2,2006-10-13,en,102.0,39143839,20000000,Horror,2006,10,13,5.1,PG-13,7640028
How Stella Got Her Groove Back,1998-08-14,en,124.0,37672350,20000000,Comedy,1998,8,14,5.7,R,19143839
Man of the Year,2006-10-09,en,115.0,41237648,20000000,Comedy,2006,10,9,6.2,PG-13,17672350
The Black Hole,1979-12-18,en,98.0,35841901,20000000,Adventure,1979,12,18,6.0,PG,21237648
The American,2010-08-31,en,104.0,65464324,20000000,Crime,2010,8,31,6.3,R,15841901
Selena,1997-03-21,en,127.0,60000000,20000000,Drama,1997,3,21,6.8,PG,45464324
Vampires Suck,2010-08-18,en,82.0,80547866,20000000,Horror,2010,8,18,3.4,PG-13,40000000
Babel,2006-09-08,en,143.0,135330182,25000000,Drama,2006,9,8,7.4,R,60547866
This Is Where I Leave You,2014-09-10,en,103.0,41296320,19800000,Drama,2014,9,10,6.6,R,110330182
Doubt,2008-11-27,en,104.0,50907234,20000000,Drama,2008,11,27,7.5,PG-13,21496320
Team America: World Police,2004-10-10,en,98.0,50907422,32000000,Music,2004,10,10,7.2,R,30907234
Texas Chainsaw 3D,2013-01-03,en,92.0,47241945,20000000,Horror,2013,1,3,4.8,R,18907422
Scary Movie 5,2013-04-11,en,86.0,78378744,20000000,Comedy,2013,4,11,No Rating,No Rating,27241945
Paint Your Wagon,1969-10-15,en,158.0,31678778,20000000,Drama,1969,10,15,6.6,PG-13,58378744
Milk,2008-11-26,en,128.0,54586584,20000000,History,2008,11,26,7.5,R,11678778
Risen,2016-02-19,en,107.0,46069568,20000000,Action,2016,2,19,6.3,PG-13,34586584
Ghost Ship,2002-10-25,en,91.0,68349884,35000000,Horror,2002,10,25,5.5,R,26069568
A Very Harold & Kumar Christmas,2011-11-04,en,108.0,35387212,19000000,Comedy,2011,11,4,6.3,R,33349884
Wild Things,1998-03-20,en,108.0,67200000,20000000,Crime,1998,3,20,6.5,R,16387212
The Debt,2010-04-11,en,113.0,45636368,20000000,Drama,2010,4,11,6.8,R,47200000
High Fidelity,2000-03-17,en,113.0,47126295,30000000,Comedy,2000,3,17,7.5,R,25636368
The Bank Job,2008-02-28,en,112.0,64822796,20000000,Thriller,2008,2,28,7.2,R,17126295
Eternal Sunshine of the Spotless Mind,2004-03-19,en,108.0,72258126,20000000,Science,2004,3,19,8.3,R,44822796
You Again,2010-09-24,en,105.0,32005248,20000000,Comedy,2010,9,24,5.8,PG,52258126
Street Kings,2008-04-10,en,109.0,65569869,20000000,Action,2008,4,10,6.8,R,12005248
The World's End,2013-07-18,en,109.0,46089287,20000000,Comedy,2013,7,18,7.0,R,45569869
Daybreakers,2009-01-06,en,98.0,51416464,20000000,Fantasy,2009,1,6,6.4,R,26089287
She's Out of My League,2010-03-11,en,104.0,49779728,20000000,Comedy,2010,3,11,6.4,R,31416464
Monte Carlo,2011-07-01,en,109.0,17425000,20000000,Adventure,2011,7,1,5.8,PG,29779728
Stay Alive,2006-03-24,en,100.0,27105095,9000000,Horror,2006,3,24,5.1,PG-13,-2575000
Alpha and Omega,2010-09-17,en,88.0,39300000,20000000,Family,2010,9,17,5.2,PG,18105095
The Covenant,2006-09-08,en,97.0,37597471,20000000,Action,2006,9,8,5.3,PG-13,19300000
Shorts,2009-08-21,en,89.0,28972508,40000000,Comedy,2009,8,21,4.7,PG,17597471
To Die For,1995-05-20,en,106.0,21284514,20000000,Fantasy,1995,5,20,6.8,R,-11027492
Nerve,2016-07-27,en,96.0,83707310,20000000,Mystery,2016,7,27,6.5,PG-13,1284514
Appaloosa,2008-09-12,en,115.0,20211394,20000000,Drama,2008,9,12,6.7,R,63707310
My Best Friend's Girl,2008-09-19,en,101.0,36620508,20000000,Romance,2008,9,19,5.9,R,211394
Endless Love,2014-02-12,en,103.0,34077920,20000000,Drama,2014,2,12,6.3,PG-13,16620508
Under the Rainbow,1981-07-31,en,98.0,2297493,20000000,Comedy,1981,7,31,5.4,PG,14077920
Ladyhawke,1985-03-27,en,121.0,18432000,20000000,Adventure,1985,3,27,7.0,PG-13,-17702507
Simon Birch,1998-09-11,en,114.0,18253415,20000000,Comedy,1998,9,11,6.9,PG,-1568000
Reign Over Me,2007-03-23,en,124.0,22222308,20000000,Drama,2007,3,23,7.4,R,-1746585
Into the Wild,2007-09-11,en,148.0,56255142,15000000,Adventure,2007,9,11,8.1,R,2222308
School for Scoundrels,2006-09-29,en,100.0,17807569,20000000,Comedy,2006,9,29,5.9,PG-13,41255142
Silent Hill: Revelation 3D,2012-10-10,en,94.0,52302796,20000000,Thriller,2012,10,10,N/A,N/A,-2192431
From Dusk Till Dawn,1996-01-19,en,108.0,25836616,19000000,Horror,1996,1,19,7.2,R,32302796
功夫,2004-02-10,cn,99.0,100914445,20000000,Action,2004,2,10,No Rating,No Rating,6836616
The Kite Runner,2007-10-14,en,128.0,73276047,20000000,Drama,2007,10,14,7.6,PG-13,80914445
21 Grams,2003-09-06,en,124.0,60427839,20000000,Drama,2003,9,6,7.7,R,53276047
Paparazzi,2004-09-03,en,84.0,16605763,20000000,Action,2004,9,3,5.8,PG-13,40427839
A Guy Thing,2003-01-17,en,101.0,17432163,20000000,Comedy,2003,1,17,5.6,PG-13,-3394237
Capitalism: A Love Story,2009-09-06,en,120.0,17436509,20000000,Documentary,2009,9,6,7.4,R,-2567837
The Greatest Story Ever Told,1965-02-15,en,199.0,15473333,20000000,Drama,1965,2,15,6.6,G,-2563491
Secret in Their Eyes,2015-10-14,en,111.0,34854990,19500000,Crime,2015,10,14,6.3,PG-13,-4526667
Disaster Movie,2008-08-29,en,87.0,14109284,25000000,Action,2008,8,29,1.9,PG-13,15354990
Armored,2009-12-04,en,88.0,22942221,20000000,Action,2009,12,4,5.7,PG-13,-10890716
The Man Who Knew Too Little,1997-11-14,en,97.0,13801755,20000000,Comedy,1997,11,14,6.7,PG,2942221
What's Your Number?,2011-09-30,en,106.0,30426096,20000000,Comedy,2011,9,30,6.1,R,-6198245
Lockout,2012-04-12,en,95.0,32204030,20000000,Action,2012,4,12,6.1,PG-13,10426096
Crank: High Voltage,2009-04-16,en,96.0,34560577,20000000,Action,2009,4,16,6.2,R,12204030
One Night with the King,2006-10-13,en,123.0,13391174,20000000,Drama,2006,10,13,6.1,PG,14560577
The Quiet American,2002-11-22,en,101.0,27674124,30000000,Drama,2002,11,22,7.0,R,-6608826
The Weather Man,2005-10-20,en,101.0,12482775,20000000,Comedy,2005,10,20,6.5,R,-2325876
Undisputed,2002-08-23,en,96.0,12398628,20000000,Action,2002,8,23,6.2,R,-7517225
12 Rounds,2009-03-19,en,108.0,17280326,20000000,Action,2009,3,19,5.6,PG-13,-7601372
Let Me In,2010-10-01,en,116.0,24145613,20000000,Drama,2010,10,1,7.1,R,-2719674
Triple 9,2016-02-19,en,115.0,12639297,20000000,Action,2016,2,19,6.3,R,4145613
Deconstructing Harry,1997-08-26,en,96.0,10686841,20000000,Comedy,1997,8,26,7.4,R,-7360703
Burnt,2015-10-02,en,100.0,36606743,20000000,Drama,2015,10,2,6.6,R,-9313159
Death Sentence,2007-08-31,en,105.0,16974459,20000000,Action,2007,8,31,6.8,R,16606743
Code Name: The Cleaner,2007-01-05,en,84.0,10337477,20000000,Action,2007,1,5,4.6,PG-13,-3025541
Connie and Carla,2004-04-16,en,98.0,11341016,20000000,Comedy,2004,4,16,6.3,PG-13,-9662523
Sweet Charity,1969-01-01,en,149.0,20000000,8000000,Comedy,1969,1,1,7.0,G,-8658984
Inherent Vice,2014-12-25,en,148.0,11110975,20000000,Comedy,2014,12,25,6.7,R,12000000
Battle of the Year,2013-09-21,en,110.0,16549477,20000000,Music,2013,9,21,5.0,PG-13,-8889025
An American Carol,2008-10-03,en,83.0,7000000,20000000,Comedy,2008,10,3,4.1,PG-13,-3450523
Machete Kills,2013-09-12,en,107.0,15008161,12000000,Action,2013,9,12,5.6,R,-13000000
Little Boy,2015-04-23,en,106.0,6420319,20000000,Comedy,2015,4,23,7.4,PG-13,3008161
A Dangerous Method,2011-09-30,en,99.0,27462041,15000000,Drama,2011,9,30,6.4,R,-13579681
A Scanner Darkly,2006-05-25,en,100.0,7659918,8700000,Animation,2006,5,25,7.1,R,12462041
Alone in the Dark,2005-01-28,en,96.0,10442808,20000000,Action,2005,1,28,2.4,R,-1040082
Bandslam,2009-08-06,en,111.0,5210988,20000000,Comedy,2009,8,6,6.3,PG,-9557192
A Most Violent Year,2014-12-30,en,125.0,12007070,20000000,Crime,2014,12,30,7.0,R,-14789012
I'm Not There.,2007-10-01,en,135.0,4001121,20000000,Drama,2007,10,1,6.9,R,-7992930
The Cold Light of Day,2012-04-04,en,93.0,16863583,20000000,Action,2012,4,4,4.9,PG-13,-15998879
The Brothers Bloom,2008-09-09,en,114.0,5530764,20000000,Adventure,2008,9,9,6.8,PG-13,-3136417
もののけ姫,1997-07-12,ja,134.0,159375308,26500000,Adventure,1997,7,12,No Rating,No Rating,-14469236
The Proposition,2005-10-06,en,104.0,5048693,2000000,Action,2005,10,6,7.4,R,132875308
Marci X,2003-08-22,en,84.0,1675706,20000000,Comedy,2003,8,22,2.9,R,3048693
Equilibrium,2002-12-06,en,107.0,5359645,20000000,Action,2002,12,6,7.4,R,-18324294
黃石的孩子,2008-07-03,zh,125.0,7400000,40000000,Drama,2008,7,3,No Rating,No Rating,-14640355
By the Sea,2015-11-12,en,122.0,3727746,10000000,Drama,2015,11,12,5.3,R,-32600000
Dylan Dog: Dead of Night,2011-03-16,en,107.0,4634062,20000000,Action,2011,3,16,5.1,PG-13,-6272254
The Frozen Ground,2013-07-18,en,105.0,5496951,27220000,Thriller,2013,7,18,6.4,R,-15365938
Dances with Wolves,1990-11-09,en,181.0,424208848,22000000,Adventure,1990,11,9,8.0,PG-13,-21723049
Bad Teacher,2011-05-16,en,92.0,216197492,20000000,Comedy,2011,5,16,5.6,R,402208848
Sea of Love,1989-09-15,en,113.0,110879513,19000000,Drama,1989,9,15,6.8,R,196197492
A Cinderella Story,2004-07-10,en,95.0,70067909,19000000,Comedy,2004,7,10,5.9,PG,91879513
Scream,1996-12-20,en,111.0,173046663,14000000,Crime,1996,12,20,7.2,R,51067909
The Shining,1980-05-22,en,144.0,44017374,19000000,Horror,1980,5,22,8.4,R,159046663
Back to the Future,1985-07-03,en,116.0,381109762,19000000,Adventure,1985,7,3,8.5,PG,25017374
House on Haunted Hill,1999-10-29,en,93.0,40846082,19000000,Horror,1999,10,29,5.6,R,362109762
The Switch,2010-05-11,en,101.0,49830607,19000000,Comedy,2010,5,11,6.1,PG-13,21846082
Just Married,2003-01-09,en,95.0,101564935,18000000,Comedy,2003,1,9,5.5,PG-13,30830607
The Devil's Double,2011-02-11,en,109.0,5728213,19100000,Drama,2011,2,11,7.1,R,83564935
The Crazies,2010-02-26,en,101.0,54956140,20000000,Mystery,2010,2,26,6.5,R,-13371787
千と千尋の神隠し,2001-07-20,ja,125.0,274925095,15000000,Fantasy,2001,7,20,No Rating,No Rating,34956140
The Bounty,1984-05-04,en,132.0,8613462,25000000,Action,1984,5,4,7.0,PG,259925095
Sex Drive,2008-10-16,en,109.0,18755936,19000000,Comedy,2008,10,16,6.5,R,-16386538
Leap Year,2010-01-08,en,100.0,29922472,19000000,Romance,2010,1,8,6.5,PG,-244064
The Fall of the Roman Empire,1964-03-24,en,188.0,4750000,19000000,Drama,1964,3,24,6.7,Approved,10922472
Take Me Home Tonight,2011-03-04,en,97.0,6928068,19000000,Comedy,2011,3,4,6.3,R,-14250000
The Nutcracker,1993-11-24,en,93.0,2119994,19000000,Family,1993,11,24,5.8,G,-12071932
The Amityville Horror,2005-04-15,en,90.0,108047131,19000000,Horror,2005,4,15,6.0,R,-16880006
Adaptation.,2002-12-06,en,114.0,32801173,19000000,Comedy,2002,12,6,7.7,R,89047131
Land of the Dead,2005-06-24,en,93.0,46770602,15000000,Horror,2005,6,24,6.2,R,13801173
Fear and Loathing in Las Vegas,1998-05-22,en,118.0,10680275,18500000,Adventure,1998,5,22,7.6,R,31770602
The Invention of Lying,2009-09-13,en,100.0,31912793,18500000,Comedy,2009,9,13,6.4,PG-13,-7819725
Neighbors,2014-05-08,en,96.0,268157400,18000000,Comedy,2014,5,8,6.3,R,13412793
The Mask,1994-07-29,en,101.0,351583407,23000000,Romance,1994,7,29,6.9,PG-13,250157400
Big,1988-06-03,en,104.0,151668774,18000000,Fantasy,1988,6,3,7.3,PG,328583407
Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,2006-11-01,en,82.0,261572744,18000000,Comedy,2006,11,1,7.3,R,133668774
Legally Blonde,2001-07-13,en,96.0,141774679,18000000,Comedy,2001,7,13,6.3,PG-13,243572744
Star Trek III: The Search for Spock,1984-05-31,en,105.0,87000000,18000000,Science,1984,5,31,6.7,PG,123774679
The Exorcism of Emily Rose,2005-09-09,en,122.0,144216468,19000000,Crime,2005,9,9,6.7,PG-13,69000000
Deuce Bigalow: Male Gigolo,1999-12-10,en,88.0,65535067,17000000,Comedy,1999,12,10,5.7,R,125216468
Left Behind,2014-10-03,en,110.0,19682924,16000000,Thriller,2014,10,3,3.1,PG-13,48535067
Barbershop 2:  Back in Business,2004-01-20,en,106.0,65070412,18000000,Comedy,2004,1,20,5.7,PG-13,3682924
Bad Santa,2003-11-26,en,91.0,76488889,23000000,Drama,2003,11,26,7.0,R,47070412
Austin Powers: International Man of Mystery,1997-05-02,en,94.0,67683989,16500000,Science,1997,5,2,7.0,PG-13,53488889
My Big Fat Greek Wedding 2,2016-03-23,en,94.0,88923251,18000000,Romance,2016,3,23,6.0,PG-13,51183989
Diary of a Wimpy Kid: Rodrick Rules,2011-03-25,en,99.0,72417394,21000000,Family,2011,3,25,6.5,PG,70923251
Predator,1987-06-11,en,107.0,98235548,18000000,Science,1987,6,11,7.8,R,51417394
Amadeus,1984-10-26,en,160.0,51973029,18000000,Drama,1984,10,26,8.3,R,80235548
Mean Girls,2004-04-30,en,97.0,129042871,17000000,Comedy,2004,4,30,7.0,PG-13,33973029
Gosford Park,2001-11-07,en,137.0,87754044,19800000,Drama,2001,11,7,7.2,R,112042871
Peggy Sue Got Married,1986-10-05,en,103.0,41382841,18000000,Comedy,1986,10,5,6.3,PG-13,67954044
Birdman,2014-08-27,en,119.0,103215094,18000000,Drama,2014,8,27,6.8,TV-G,23382841
Blue Jasmine,2013-07-25,en,98.0,99206215,18000000,Comedy,2013,7,25,7.3,PG-13,85215094
United 93,2006-04-28,en,111.0,76286096,15000000,Drama,2006,4,28,7.5,R,81206215
Honey,2003-11-24,en,94.0,62646763,18000000,Romance,2003,11,24,5.4,PG-13,61286096
Soul Surfer,2011-04-08,en,106.0,47088990,18000000,Action,2011,4,8,7.0,PG,44646763
Catch-22,1970-06-24,en,121.0,24911670,18000000,War,1970,6,24,7.2,R,29088990
Conan the Destroyer,1984-06-29,en,103.0,100000000,18000000,Adventure,1984,6,29,5.9,PG,6911670
Raging Bull,1980-11-14,en,129.0,23000000,18000000,Drama,1980,11,14,8.2,R,82000000
Love Happens,2009-09-18,en,109.0,36133014,18000000,Drama,2009,9,18,5.7,PG-13,5000000
127 Hours,2010-11-05,en,94.0,35692920,18000000,Adventure,2010,11,5,7.5,R,18133014
Center Stage,2000-05-12,en,115.0,17200925,18000000,Drama,2000,5,12,6.7,PG-13,17692920
Love the Coopers,2015-11-12,en,107.0,24000000,17000000,Comedy,2015,11,12,5.8,PG-13,-799075
Catch That Kid,2004-02-06,en,92.0,16702864,18000000,Family,2004,2,6,5.2,PG,7000000
Steve Jobs,2015-10-09,en,122.0,34441873,30000000,Drama,2015,10,9,7.2,R,-1297136
The Legend of the Lone Ranger,1981-08-20,en,98.0,2945600,18000000,Action,1981,8,20,5.1,PG,4441873
The Tailor of Panama,2001-02-11,en,109.0,28008462,21000000,Drama,2001,2,11,6.1,R,-15054400
Blow Out,1981-07-24,en,108.0,12000000,18000000,Drama,1981,7,24,7.4,R,7008462
Getaway,2013-08-29,en,90.0,10501938,18000000,Action,2013,8,29,4.4,PG-13,-6000000
The Ice Storm,1997-09-27,en,112.0,8038061,18000000,Drama,1997,9,27,7.4,R,-7498062
And So It Goes,2014-07-20,en,94.0,25312387,18000000,Comedy,2014,7,20,5.8,PG-13,-9961939
Nine 1/2 Weeks,1986-02-14,en,117.0,6735922,17000000,Drama,1986,2,14,No Rating,No Rating,7312387
Dragonslayer,1981-06-26,en,108.0,14110013,18000000,Fantasy,1981,6,26,6.7,PG,-10264078
Ed Wood,1994-09-27,en,127.0,5887457,18000000,Comedy,1994,9,27,7.8,R,-3889987
Labor Day,2013-12-27,en,111.0,20275812,18000000,Drama,2013,12,27,6.9,PG-13,-12112543
Монгол,2007-09-20,ru,120.0,26527510,18000000,History,2007,9,20,No Rating,No Rating,2275812
RockNRolla,2008-09-04,en,114.0,25739015,18000000,Action,2008,9,4,7.3,R,8527510
Mao's Last Dancer,2009-10-01,en,117.0,20719451,25000000,Drama,2009,10,1,7.3,PG,7739015
Midnight Special,2016-02-18,en,112.0,6212282,18000000,Adventure,2016,2,18,6.6,PG-13,-4280549
The Railway Man,2013-12-26,en,116.0,22309223,18000000,Drama,2013,12,26,7.1,R,-11787718
The Wraith,1986-11-21,en,93.0,3500000,2700000,Romance,1986,11,21,6.0,PG-13,4309223
Metallica: Through the Never,2013-09-25,en,93.0,7972967,18000000,Music,2013,9,25,7.2,R,800000
Day of the Dead,1985-07-19,en,96.0,34000000,3500000,Horror,1985,7,19,7.2,Not Rated,-10027033
Renaissance,2006-03-16,fr,105.0,1831348,18000000,Action,2006,3,16,6.7,R,30500000
Red Sonja,1985-04-09,en,89.0,6948633,17900000,Adventure,1985,4,9,5.1,PG-13,-16168652
Red Lights,2012-03-02,en,119.0,13551174,14000000,Thriller,2012,3,2,6.2,R,-10951367
Superbad,2007-08-17,en,113.0,121463226,20000000,Comedy,2007,8,17,7.6,R,-448826
